participantId,accountId,currentAccountId,currentPlatformId,matchHistoryUri,platformId,summonerId,summonerName
8,poVd8RbO5VnywH5h5vurQS8ESs5fDhVJQNmaCodzr4Apvz0,poVd8RbO5VnywH5h5vurQS8ESs5fDhVJQNmaCodzr4Apvz0,BR1,/v1/stats/player_history/BR1/200306423,BR1,LnIRmwfGQhDe68jFno08E8R-pfy67girD1zxPyMOYVO2bA,biggest coitado
9,cRKRyj2R1MOcLStk0m7jo-TOj_AO4HAOqPEWsM2YBsd4h9s,cRKRyj2R1MOcLStk0m7jo-TOj_AO4HAOqPEWsM2YBsd4h9s,BR1,/v1/stats/player_history/BR1/216077209,BR1,xSu-5MmDAdVFZhr6xrCHg6K2RbF5zilZI82V8WfLRx1LKEs,2sen1
10,bpI2UDdqz5MeDlakcDuMroiWlNgQZfI5ZpSUMcOdwrEkgg,xL8wNcM8fPdi8vqOB8iSXUOskXFkh5oElvH5ke7otFk,BR1,/v1/stats/player_history/NA1/43931347,NA1,8yCQ1OfZ5N4rMqJ6zuaBsvGn0UF3JpjzVOfa53ZQjqZP,high noon
1,gpCPU7CnzOjYh3oc53iHU-EVb-EznEfZbqyXeStee9m33w,pDkYVqrV0HcCXkEkIlj_z859el1TFzS-ZAOBlI3SsgQ,BR1,/v1/stats/player_history/NA/33371747,NA,UHhTyAsxLrP2QMpRKiBt_wLS7OfKrG-1e5p0sfneKXqm,RenatinSieg
2,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
3,ChPCOr8TxKPI3p-CFfF1ZL0-fo7PJcugLKiOBY_9we8B0Z4,ChPCOr8TxKPI3p-CFfF1ZL0-fo7PJcugLKiOBY_9we8B0Z4,BR1,/v1/stats/player_history/BR1/202567759,BR1,hWlHmeEQnsnkH6ds-LxQC4CiZSqoTqnSkU4reGMFLvP4Hg,Loiras vem d zap
4,KgZ_4w_ktcrd0IDVuCUdMIZsQhZg4NDMIT5n5wJOcdeFlpU,KgZ_4w_ktcrd0IDVuCUdMIZsQhZg4NDMIT5n5wJOcdeFlpU,BR1,/v1/stats/player_history/BR1/209566241,BR1,O5LK3dq-IuI6kniJUjP0_9FsAxtLzVB2W3_sYdJqYm_fRwE,Jhonie Bigu
5,Xptn8HYdALIp8r7SJ4v_CQRkbHR_AqG2cG-u5BiVsHcj2cI,Xptn8HYdALIp8r7SJ4v_CQRkbHR_AqG2cG-u5BiVsHcj2cI,BR1,/v1/stats/player_history/BR1/214825110,BR1,I--2bHkgbaDMuytzvWph0cXMD3lp3t3r3tq5oWxUP1Gl3Y4,theseixas
6,Jpvr4MiCqohqvo9piTBaxTwwXMMqumCTFnYZ61QkM0h7iqc,Jpvr4MiCqohqvo9piTBaxTwwXMMqumCTFnYZ61QkM0h7iqc,BR1,/v1/stats/player_history/BR1/211378056,BR1,TK5yqNpEdVu2Ql9Ed9eQwxSkAWjdieG7m0BT3FTdBTCEsdU,nicoli23
7,TKwEoyZpYrJ5yiHAKdudoIiZqBWaKzaqWjtDcfsTB57ZNQ,4uoVpo3M07dvCOSUynZHg1jWe5_eopwWpreoAAs63ak,BR1,/v1/stats/player_history/NA1/47802080,NA1,aLOv4XHzA4iVBj9zsiLVHB-oqzoaNuXJCizRnpMsAyHu,FrostGui
8,sbjU2qXNSqnDM7DWpf0eQ91LqM9k8lPLQ18pOfwh63zFh-0,sbjU2qXNSqnDM7DWpf0eQ91LqM9k8lPLQ18pOfwh63zFh-0,BR1,/v1/stats/player_history/BR1/200951632,BR1,YDBROlsKgwuqLJASUnUPtlPHbE-NT3rfnHJDwKwfqS_mNQ,GRE junhu
9,nnF3N0OoVjhFOWnN7413OoQlYa8BmmOKLSMcIq7X68RNzx0,nnF3N0OoVjhFOWnN7413OoQlYa8BmmOKLSMcIq7X68RNzx0,BR1,/v1/stats/player_history/BR1/203928027,BR1,khkAvhbFd8oPD3kkllXFNpWDTfy02_tVFfnuF5eB8AeFAg,O GP DE KONOHA
10,ZpQjBsum-ZBsZpGM88ALHE4QjLc-wUKrnOastH9emwi3,ZpQjBsum-ZBsZpGM88ALHE4QjLc-wUKrnOastH9emwi3,BR1,/v1/stats/player_history/BR1/1147522,BR1,Zk2ryjEnABGfJTYBy9W-Rq4jPKJ-jna9TarJZj27ybYQrg,aguia2015
1,Z5Cm1CNCNvbHaJGUj-c85sBc-FaK_mmYYTZFB3rSvD11KyI,Z5Cm1CNCNvbHaJGUj-c85sBc-FaK_mmYYTZFB3rSvD11KyI,BR1,/v1/stats/player_history/BR1/202927925,BR1,F6cpKT4dHBs3-m8_aDGTXj7ag099Z80Hnto1VMihTubsyA,Pudim de Limão
2,bffmDQB4ODdJhLDaLMAdSVVs1ijU91qhSMAjP9axTjyAt2w,bffmDQB4ODdJhLDaLMAdSVVs1ijU91qhSMAjP9axTjyAt2w,BR1,/v1/stats/player_history/BR1/204466294,BR1,LOGZ7_ra_SXEBJah40Xzhn2q0JxpmjufVVRP1AJ_ApbKFA,LOOOSTT
3,_xTln_EEKYgM1_BOjEu2tZcAAB6jAw8cXpdAYKE_DsuqOzs,_xTln_EEKYgM1_BOjEu2tZcAAB6jAw8cXpdAYKE_DsuqOzs,BR1,/v1/stats/player_history/BR1/204895964,BR1,gKg-h4cMMu_U3BQGe8C8joZo2sQnUEGPrv7e_vq6iE5j4A,Beliál
4,0lgHp8z2UQ42gPcm2iN-nPcoS2UPPqNp2AoYc1YRsRSmazA,0lgHp8z2UQ42gPcm2iN-nPcoS2UPPqNp2AoYc1YRsRSmazA,BR1,/v1/stats/player_history/BR1/210934512,BR1,V6WoXnkr1hXWZeRP90onMmQLoBtP5MhnAo88vGEcYbPYBos,Em busca das m7
5,IP9BylC-Jhcl0RNiVq26Rs7Sw8E2i06I0cAyN_Q4hOEsy1A,IP9BylC-Jhcl0RNiVq26Rs7Sw8E2i06I0cAyN_Q4hOEsy1A,BR1,/v1/stats/player_history/BR1/202871073,BR1,kz5DdfxZx6LmZBHqRnm-UHfQ756-0F2jT_bF3faXdfGl9w,Zeiriel
6,gpCPU7CnzOjYh3oc53iHU-EVb-EznEfZbqyXeStee9m33w,pDkYVqrV0HcCXkEkIlj_z859el1TFzS-ZAOBlI3SsgQ,BR1,/v1/stats/player_history/NA/33371747,NA,UHhTyAsxLrP2QMpRKiBt_wLS7OfKrG-1e5p0sfneKXqm,RenatinSieg
7,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
8,ChPCOr8TxKPI3p-CFfF1ZL0-fo7PJcugLKiOBY_9we8B0Z4,ChPCOr8TxKPI3p-CFfF1ZL0-fo7PJcugLKiOBY_9we8B0Z4,BR1,/v1/stats/player_history/BR1/202567759,BR1,hWlHmeEQnsnkH6ds-LxQC4CiZSqoTqnSkU4reGMFLvP4Hg,Loiras vem d zap
9,KgZ_4w_ktcrd0IDVuCUdMIZsQhZg4NDMIT5n5wJOcdeFlpU,KgZ_4w_ktcrd0IDVuCUdMIZsQhZg4NDMIT5n5wJOcdeFlpU,BR1,/v1/stats/player_history/BR1/209566241,BR1,O5LK3dq-IuI6kniJUjP0_9FsAxtLzVB2W3_sYdJqYm_fRwE,Jhonie Bigu
10,Xptn8HYdALIp8r7SJ4v_CQRkbHR_AqG2cG-u5BiVsHcj2cI,Xptn8HYdALIp8r7SJ4v_CQRkbHR_AqG2cG-u5BiVsHcj2cI,BR1,/v1/stats/player_history/BR1/214825110,BR1,I--2bHkgbaDMuytzvWph0cXMD3lp3t3r3tq5oWxUP1Gl3Y4,theseixas
1,uwtENpLWVtdI47I19Nah_UDJnbMESo9Lwkm5rf_k7MwnlXM,uwtENpLWVtdI47I19Nah_UDJnbMESo9Lwkm5rf_k7MwnlXM,BR1,/v1/stats/player_history/BR1/201259737,BR1,GNxLRnaVEHvBlzZV9vM4FqgKkE1Vc2RLQT4p53RxPJ3CCg,Tampinhaa
2,ShoYkuc1782L-0YP5fTXO75anWfqT3ME50JVwK6pUBy8hGw,ShoYkuc1782L-0YP5fTXO75anWfqT3ME50JVwK6pUBy8hGw,BR1,/v1/stats/player_history/BR1/200681871,BR1,CGR7V7vndKLojrcf8q0lDAHNPLhNCbaP_CqGtG80srS9wQ,Tom
3,0B8O2nMEY1cGalztGOFlEpC7cY9RoDukxFPwn-1rC5TYRqg,0B8O2nMEY1cGalztGOFlEpC7cY9RoDukxFPwn-1rC5TYRqg,BR1,/v1/stats/player_history/BR1/200669084,BR1,q4Dhxx3qM7g1W_vWvC_0_CNDg37U9QHqqrzfsto6Cbd5Bg,Alto
4,j0-VxfwU6VbtKjhFstxL8VRWo7Je21niVc4Blv4jaOPp3Bc,j0-VxfwU6VbtKjhFstxL8VRWo7Je21niVc4Blv4jaOPp3Bc,BR1,/v1/stats/player_history/BR1/201941321,BR1,P0GE32XtF12v4We4-PANNqKN-t4AKvmLk563qJ_gL-gFJQ,eu sei la mano
5,YtIZhXWubnuoFJoFDCk_f2Hsl5eeX6rXG42C__PG3yGx3uk,YtIZhXWubnuoFJoFDCk_f2Hsl5eeX6rXG42C__PG3yGx3uk,BR1,/v1/stats/player_history/BR1/202055338,BR1,5JiT4OLSd3yKSo-Ks7RECn_JTI12EQ_GvMxQpRrOGlJZcA,FNC Diana
6,gpCPU7CnzOjYh3oc53iHU-EVb-EznEfZbqyXeStee9m33w,pDkYVqrV0HcCXkEkIlj_z859el1TFzS-ZAOBlI3SsgQ,BR1,/v1/stats/player_history/NA/33371747,NA,UHhTyAsxLrP2QMpRKiBt_wLS7OfKrG-1e5p0sfneKXqm,RenatinSieg
7,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
8,ChPCOr8TxKPI3p-CFfF1ZL0-fo7PJcugLKiOBY_9we8B0Z4,ChPCOr8TxKPI3p-CFfF1ZL0-fo7PJcugLKiOBY_9we8B0Z4,BR1,/v1/stats/player_history/BR1/202567759,BR1,hWlHmeEQnsnkH6ds-LxQC4CiZSqoTqnSkU4reGMFLvP4Hg,Loiras vem d zap
9,KgZ_4w_ktcrd0IDVuCUdMIZsQhZg4NDMIT5n5wJOcdeFlpU,KgZ_4w_ktcrd0IDVuCUdMIZsQhZg4NDMIT5n5wJOcdeFlpU,BR1,/v1/stats/player_history/BR1/209566241,BR1,O5LK3dq-IuI6kniJUjP0_9FsAxtLzVB2W3_sYdJqYm_fRwE,Jhonie Bigu
10,Xptn8HYdALIp8r7SJ4v_CQRkbHR_AqG2cG-u5BiVsHcj2cI,Xptn8HYdALIp8r7SJ4v_CQRkbHR_AqG2cG-u5BiVsHcj2cI,BR1,/v1/stats/player_history/BR1/214825110,BR1,I--2bHkgbaDMuytzvWph0cXMD3lp3t3r3tq5oWxUP1Gl3Y4,theseixas
1,JPwKfutxCkK2UCW-MeTIx0XibZt6EYZqiO4G0UrYvu_JzoE,JPwKfutxCkK2UCW-MeTIx0XibZt6EYZqiO4G0UrYvu_JzoE,BR1,/v1/stats/player_history/BR1/203162875,BR1,yNov60r-nQStfymwa6L3SKzEjFLlM0UKoIR94MQkUgea_w,King Chocobo
2,9oTvYH1WwA92QZ6emkTJ6yOR_Rvn3hFcTCXDoBxxRV181_4,9oTvYH1WwA92QZ6emkTJ6yOR_Rvn3hFcTCXDoBxxRV181_4,BR1,/v1/stats/player_history/BR1/209678178,BR1,1YWk1lF6yT9iNLvgvRA9VYwz2AsL68SjdITC4KpNekl5OEg,oNe Fortnite
3,7R9YZjVxdWVyHYn2E0nDEKFG6tqNGZ1z4sUCQxxNsPzH-dM,7R9YZjVxdWVyHYn2E0nDEKFG6tqNGZ1z4sUCQxxNsPzH-dM,BR1,/v1/stats/player_history/BR1/202501813,BR1,ttZlZAjW0jPb_tNy-OSENrWR_gtFfKMIoLrIisw9Z8Xslw,yHanzo
4,1GTuvzSzgGXtFY1qd_F4pSKYUFJvvMNS6D8jVkE6mRPahQ,6QR2j0sMM2on49nBauyy405UC5eI37FFtFsogl99l-E,BR1,/v1/stats/player_history/NA1/44995837,NA1,t35hqZRblPMw8ol5x2wGO8OLFm3wPdsEk8CfbsjQaLOn,Turibulus
5,QspR0q0x1aKdHmLX3mMHsXmZCE_iqC2KLwrO_L4boXY,QspR0q0x1aKdHmLX3mMHsXmZCE_iqC2KLwrO_L4boXY,BR1,/v1/stats/player_history/BR1/543175,BR1,9Y6yXR_Oilc3mTmdIHo-3zRjbXuElEeej-vmTpjA5VFl,HAWKKKK
6,mBXld8dNvojk5uxtgCiZnOzIn1Xh1ESXeqLgnQwpxgAjGrc,mBXld8dNvojk5uxtgCiZnOzIn1Xh1ESXeqLgnQwpxgAjGrc,BR1,/v1/stats/player_history/BR1/200862676,BR1,zeyU85iB8Gyl7WU1ZFi5LDb_jMRy5yOk5ZfOSN0pnx9yqA,Skzero
7,i5IoIBDzvAzFdU4iv7eVxHfoc2EZoM7o2xb2QiEDjobzdHk,i5IoIBDzvAzFdU4iv7eVxHfoc2EZoM7o2xb2QiEDjobzdHk,BR1,/v1/stats/player_history/BR1/209246000,BR1,aAjZKFp3tTDbKgLlbso2jkJdZRfU52lZ0OS-WvXetv7uDis,blade my cuck
8,GQhkuBK9D_6zSOXfFBq146e4Qk04VuDCG03Z6fKecYutyUo,GQhkuBK9D_6zSOXfFBq146e4Qk04VuDCG03Z6fKecYutyUo,BR1,/v1/stats/player_history/BR1/200629102,BR1,UnMZ2CM3zcorSSyjate9tgma09OTmBOO0CmDxDUsOVCbKA,Maximillian M
9,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
10,KQyAja7ulMjHS3dgHMINKfGrmjqCeDiDarnL8MKhr_qTKso,KQyAja7ulMjHS3dgHMINKfGrmjqCeDiDarnL8MKhr_qTKso,BR1,/v1/stats/player_history/BR1/205784098,BR1,XGxfsEha0OEmtGFhvbmR8zwMpNdPcsle8p_ygTvekDZE_w,Zude
1,7u2ssYJNUOn-JInS3Z4_AJq22RMRQuAB6fSNZj1Pj0n9_l_JsDj57GAe,7u2ssYJNUOn-JInS3Z4_AJq22RMRQuAB6fSNZj1Pj0n9_l_JsDj57GAe,BR1,/v1/stats/player_history/BR1/1979386513083232,BR1,Ef0nutJ3cc1Q6gRxPo3YBMgio5RjY_FFMf48FdyvcRIm16I,TENENTE SASÁ
2,CqQczLztxbB1gTbPwakuIb2DCmeHQlofgvgFPVw8AeWYoy0,CqQczLztxbB1gTbPwakuIb2DCmeHQlofgvgFPVw8AeWYoy0,BR1,/v1/stats/player_history/BR1/219595408,BR1,t8aKmYoS-QjehYttQK8Q136g9yI2FdYfFjvSgrhsIBOAf1Q,EDG Scoout
3,gFoKMklJzeoJEaTp-UYBKzC3hTFYrjR6sUitiQf7G8ayExM,gFoKMklJzeoJEaTp-UYBKzC3hTFYrjR6sUitiQf7G8ayExM,BR1,/v1/stats/player_history/BR1/202481797,BR1,3RPlvlJUj3iFFMwOFWbwfIG5MOQ2T-hf2gQSv8_qinXq_w,scamber
4,pPf-jWKUg9CVQ16BhStteTLpGDkeW139QOf_JWtwHhUig_I,pPf-jWKUg9CVQ16BhStteTLpGDkeW139QOf_JWtwHhUig_I,BR1,/v1/stats/player_history/BR1/200108625,BR1,Ipug7u3Xk2hq4bxl5w7jObh4yuv2UbbcdU2QMGJFlGD7IQ,FORGIVENGRE
5,pyPHYbHUT_RDFGhJN1uCxaM3Fb4E_yadP0YFl6hFHJ3UYMc,pyPHYbHUT_RDFGhJN1uCxaM3Fb4E_yadP0YFl6hFHJ3UYMc,BR1,/v1/stats/player_history/BR1/218805806,BR1,jWfsHO9cIG6tvXyBi1QHcjGzzVXwoTbEnuplCVEscbf9uSY,RDP Riva
6,hmIXrH-Zppiv4Bq111o_tQklAkQ6Sm6NmtfTaaR_CZVDTds,hmIXrH-Zppiv4Bq111o_tQklAkQ6Sm6NmtfTaaR_CZVDTds,BR1,/v1/stats/player_history/BR1/215684436,BR1,YeMxgKYPjfpGlbbGdjbjV6Y2ERKwOYDYgSn9wx1QolrYcKI,Cristina Ryuzaki
7,ZWP3JMraeqXOHmDK8itm0E7PdMPLAylZrNsJ6m4uAz66FKo,ZWP3JMraeqXOHmDK8itm0E7PdMPLAylZrNsJ6m4uAz66FKo,BR1,/v1/stats/player_history/BR1/219555418,BR1,zCJ68ze042Yd-D0NbDYICJe80PmEaNuGuKxWKK2qkTyJAFE,serio n fala cmg
8,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
9,liVFJ8SIao6RV0IZGPxY55SdLofTZ8I2CbYKfLQap9Tymwc,liVFJ8SIao6RV0IZGPxY55SdLofTZ8I2CbYKfLQap9Tymwc,BR1,/v1/stats/player_history/BR1/209451110,BR1,0RCitC_xsoX197ZzyEGTX-59Pt6NhDJF69rgYSvpX7PiNwM,Riyevao
10,WO9pmokfkZ-fipnKAs3ynlYSxnQ2N-2jSUYKDW5NInvsXg,SV2ShKe4VbwkdU5k8uh288Ptwbt4xJrkEQvVa9H4tp9a,BR1,/v1/stats/player_history/NA/34750423,NA,B2H8QaxGLjQ_SwwmaXGgm8XE3c3wSPmLm-r5iu_E-IkUhA,Rain1ng
1,rsSCbYpLVqnai7dxppLtozmuX35fMKybkKCRP8bC7bzp-g,tyPwCdxjuf3_lkM5AnpV-dAoPMs_9xP5lol-iTzOLvs7,BR1,/v1/stats/player_history/NA/39274304,NA,i5eKGUnDhhtnU-qFvQplPC19TdAeuTRcALqNmj1cnSanrw,Souzza
2,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
3,liVFJ8SIao6RV0IZGPxY55SdLofTZ8I2CbYKfLQap9Tymwc,liVFJ8SIao6RV0IZGPxY55SdLofTZ8I2CbYKfLQap9Tymwc,BR1,/v1/stats/player_history/BR1/209451110,BR1,0RCitC_xsoX197ZzyEGTX-59Pt6NhDJF69rgYSvpX7PiNwM,Riyevao
4,thNaJuQIO8Hn40X74eL_dsp4GNRZeYbBairPt1WnvWI,thNaJuQIO8Hn40X74eL_dsp4GNRZeYbBairPt1WnvWI,BR1,/v1/stats/player_history/BR1/470675,BR1,bRYhGLBiqRxSxjul_A-yoI6PGAdAeWYzMWGei5Lkc71L,PEEL NA SORAKITA
5,JHtxGXQp6K_Yb7ztFRzaVZL_J41RJWBkyf2SDxVSDctq-w,77Pxod0h061n3TvP8bByJLLQop1spIc8ZhWoh4zVkRg,BR1,/v1/stats/player_history/NA/35317770,NA,4bwNbecxkA0CC8rjG7tTzSzOl0lqcIQca543jN58YUqV,Sarkis
6,cRKRyj2R1MOcLStk0m7jo-TOj_AO4HAOqPEWsM2YBsd4h9s,cRKRyj2R1MOcLStk0m7jo-TOj_AO4HAOqPEWsM2YBsd4h9s,BR1,/v1/stats/player_history/BR1/216077209,BR1,xSu-5MmDAdVFZhr6xrCHg6K2RbF5zilZI82V8WfLRx1LKEs,yaneruzuy
7,hDke93gX3eEHLyy-TwmdlkQxKqGndx5dO-a6_0n37PzW2v0,hDke93gX3eEHLyy-TwmdlkQxKqGndx5dO-a6_0n37PzW2v0,BR1,/v1/stats/player_history/BR1/220491775,BR1,-Rx66SLXrotrohV8zr08rQ_DFbw5mssBzR_G20ayGICSYWg,não vou cair não
8,vJ1DwqBZHpNMD9vItgAoUF4WEc_hfO-pA1k2aTmFpCyEPt0,vJ1DwqBZHpNMD9vItgAoUF4WEc_hfO-pA1k2aTmFpCyEPt0,BR1,/v1/stats/player_history/BR1/217172783,BR1,ID9TilaSj7UbU_syiXDoxQdfe1lIqhO0DyrWJp-KMzFYYeQ,shy elevenn
9,HcNst1PaKAUuQkdIc0FYFdpWUVWS7c0NOFKJlw-Z0WE16k8,HcNst1PaKAUuQkdIc0FYFdpWUVWS7c0NOFKJlw-Z0WE16k8,BR1,/v1/stats/player_history/BR1/200897956,BR1,-dvh5dw7PUOUXKzdlXM2s7tTCF1v_Xq-wzKAW-tcfbEXjg,EDG CIearlove
10,9A8IeIL9Agc2yM8Gx-MH5pen7EthN8HC21Zx9KvFKKsI,9A8IeIL9Agc2yM8Gx-MH5pen7EthN8HC21Zx9KvFKKsI,BR1,/v1/stats/player_history/BR1/1631508,BR1,s8eAGSiuRF5ELGjs2I0pjEqX4PSj9UGKONTt3yeEDQ1AYw,damage2
1,720EmIDQ-T9Lm2ISZ4Syc8pA5VQA7C4K1tIWisjU0Gs,720EmIDQ-T9Lm2ISZ4Syc8pA5VQA7C4K1tIWisjU0Gs,BR1,/v1/stats/player_history/BR1/347317,BR1,Yrc5c1w4N0DvpnR1bu5_LstYI8Mb9kKFlXIv1qqJATQv,Archer xD
2,JHtxGXQp6K_Yb7ztFRzaVZL_J41RJWBkyf2SDxVSDctq-w,77Pxod0h061n3TvP8bByJLLQop1spIc8ZhWoh4zVkRg,BR1,/v1/stats/player_history/NA/35317770,NA,4bwNbecxkA0CC8rjG7tTzSzOl0lqcIQca543jN58YUqV,Sarkis
3,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
4,liVFJ8SIao6RV0IZGPxY55SdLofTZ8I2CbYKfLQap9Tymwc,liVFJ8SIao6RV0IZGPxY55SdLofTZ8I2CbYKfLQap9Tymwc,BR1,/v1/stats/player_history/BR1/209451110,BR1,0RCitC_xsoX197ZzyEGTX-59Pt6NhDJF69rgYSvpX7PiNwM,Riyevao
5,5RUAf6m0FC-O3Lt_bwU21mv3YmUT8kBxvw78ech-7f6hYnY,5RUAf6m0FC-O3Lt_bwU21mv3YmUT8kBxvw78ech-7f6hYnY,BR1,/v1/stats/player_history/BR1/200897121,BR1,juCfRx-yRjk1CUMkSGeQ_5_2-nTz7CIU75HGYlm0ASuBMA,Quindinho
6,QkkEUX4hqImvuO8xDy4GtvAJPZN3l7PlAF9vmqpBFzSeAZU,QkkEUX4hqImvuO8xDy4GtvAJPZN3l7PlAF9vmqpBFzSeAZU,BR1,/v1/stats/player_history/BR1/214174337,BR1,sJxRpsc4lBKdp4cbDHbFhdtzRr2oYFhcbWgza6OH2siuJuM,Emperorr
7,CqQczLztxbB1gTbPwakuIb2DCmeHQlofgvgFPVw8AeWYoy0,CqQczLztxbB1gTbPwakuIb2DCmeHQlofgvgFPVw8AeWYoy0,BR1,/v1/stats/player_history/BR1/219595408,BR1,t8aKmYoS-QjehYttQK8Q136g9yI2FdYfFjvSgrhsIBOAf1Q,EDG Scoout
8,wjevoCHPmIFT7E4Pg0erPw0c1pp20-aSsB0mUJUcHoRgjg,yzOCE0xAzbPzP0qLAVm9mSLPPfAL1q3fnUEz4Ov7eHY,BR1,/v1/stats/player_history/NA/31599681,NA,fn67H5qU5ew80HWR6alOn5zsGpHOC_xdkv45RvhxtEeI,danmf
9,Zmy4o_bXPq35Y2I9anwfZy_EaBTxRMYdeePTLCczIAAiX7Y,Zmy4o_bXPq35Y2I9anwfZy_EaBTxRMYdeePTLCczIAAiX7Y,BR1,/v1/stats/player_history/BR1/212748190,BR1,RrufSLIijNjtQ1XtdZ0WLxjZA8CClKanw_9Vnnsh7jm2-sY,Bankaizinho
10,qTahG-SjtjaJhZdsU4oClyd84hZeKm3yp4ooNoDS5ezVpmA,qTahG-SjtjaJhZdsU4oClyd84hZeKm3yp4ooNoDS5ezVpmA,BR1,/v1/stats/player_history/BR1/202196187,BR1,ZuA_LLeuclKdXhqjaIJy2vBw_G7TxO4LlfVOV-ZMbmOYxQ,G2 Hjarnan
1,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
2,liVFJ8SIao6RV0IZGPxY55SdLofTZ8I2CbYKfLQap9Tymwc,liVFJ8SIao6RV0IZGPxY55SdLofTZ8I2CbYKfLQap9Tymwc,BR1,/v1/stats/player_history/BR1/209451110,BR1,0RCitC_xsoX197ZzyEGTX-59Pt6NhDJF69rgYSvpX7PiNwM,Riyevao
3,20lyNvKd7axVM3KMrqDrUVXUgA8yV1WB1duvho9GAkEkGqo,20lyNvKd7axVM3KMrqDrUVXUgA8yV1WB1duvho9GAkEkGqo,BR1,/v1/stats/player_history/BR1/202164514,BR1,D7Ras4OFPaYzioa5w8xRZUOVvF87pl6J9dnGUlPWzu8Sfg,Fã do Estevão
4,WuwadkhPkupeiVa4WFfHJtji6xkx-wyvf1V41zb5J6edihEyAVcjuKMc,WuwadkhPkupeiVa4WFfHJtji6xkx-wyvf1V41zb5J6edihEyAVcjuKMc,BR1,/v1/stats/player_history/BR1/2031019048495808,BR1,5-bijr4iy6VHhIxLOmtueiLqPraFJdQx-G7nq1AivuTJQmY,CbTV lord semi
5,CqQczLztxbB1gTbPwakuIb2DCmeHQlofgvgFPVw8AeWYoy0,CqQczLztxbB1gTbPwakuIb2DCmeHQlofgvgFPVw8AeWYoy0,BR1,/v1/stats/player_history/BR1/219595408,BR1,t8aKmYoS-QjehYttQK8Q136g9yI2FdYfFjvSgrhsIBOAf1Q,EDG Scoout
6,KQyAja7ulMjHS3dgHMINKfGrmjqCeDiDarnL8MKhr_qTKso,KQyAja7ulMjHS3dgHMINKfGrmjqCeDiDarnL8MKhr_qTKso,BR1,/v1/stats/player_history/BR1/205784098,BR1,XGxfsEha0OEmtGFhvbmR8zwMpNdPcsle8p_ygTvekDZE_w,Zude
7,Hp14PhTcq7Lfxuw98MNh_knQ2Jg28WDl3wSzZEmhCvSQbg,QXiJlMyVJz7bLNCSgZ-CQvxzAqfsM0CMUKmItXKoJDzRrTo,BR1,/v1/stats/player_history/NA1/45565212,NA1,koi6LUV-1ejnRkrw5gchOtqvB35pAhw_AmEjCTeJ8U3_hQ,Josédeodo
